1_0_PHM_C01_MS_NoNBD_
Date,Time,Environment,Noise,Breakdown_chance,Train_data,env.R1,env.R2,env.R3,Wear threshold,Look-ahead Factor,Episodes,Terminate on,Test_info,Test_cases,Metrics_method,Version
02-Jul-2023,08:41:56,PHM C01 MS NBD-MS,None,0,data\PHM_Tool_Wear_Data_C01_0p12.csv,0.5,-1,-40,0.12,0.9,1000,348,Separate test set.,40,binary,1_0_PHM_C01_MS_NoNBD_

,Precision,Precision,Recall,Recall,F_Beta_0_5,F_Beta_0_5,F_Beta_0_75,F_Beta_0_75,F_1_Score,F_1_Score,Normal_error,Replace_error,Overall_error
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,mean,mean
Algorithm,,,,,,,,,,,,,
A2C,0.5992,0.0743,0.385,0.0973,0.5304,0.0665,0.49,0.0759,0.461,0.0833,0.265,0.615,0.44
DQN,0.6525,0.0411,0.32,0.0422,0.539,0.0421,0.4737,0.0436,0.4285,0.0442,0.17,0.68,0.425
PPO,0.4483,0.1268,0.31,0.1308,0.4074,0.1189,0.3815,0.1194,0.3621,0.1216,0.375,0.69,0.5325
REINFORCE,0.5,0.0,1.0,0.0,0.5556,0.0,0.6098,0.0,0.6667,0.0,1.0,0.0,0.5

