4_1_PHM_C04_MS_NoNBD_
Date,Time,Environment,Noise,Breakdown_chance,Train_data,env.R1,env.R2,env.R3,Wear threshold,Look-ahead Factor,Episodes,Terminate on,Test_info,Test_cases,Metrics_method,Version
02-Jul-2023,09:32:14,PHM C04 MS NBD-MS,None,0,data\PHM_Tool_Wear_Data_C04_0p098.csv,0.5,-1,-40,0.098,0.9,1000,348,Separate test set.,40,binary,4_1_PHM_C04_MS_NoNBD_

,Precision,Precision,Recall,Recall,F_Beta_0_5,F_Beta_0_5,F_Beta_0_75,F_Beta_0_75,F_1_Score,F_1_Score,Normal_error,Replace_error,Overall_error
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,mean,mean
Algorithm,,,,,,,,,,,,,
A2C,0.4467,0.1519,0.15,0.108,0.3039,0.1423,0.2489,0.1352,0.2163,0.1285,0.17,0.85,0.51
DQN,0.5026,0.012,0.985,0.0337,0.5571,0.0134,0.6101,0.0149,0.6655,0.0167,0.975,0.015,0.495
PPO,0.5593,0.2002,0.245,0.0643,0.4426,0.1408,0.3802,0.1135,0.3389,0.097,0.21,0.755,0.4825
REINFORCE,0.66,0.4055,0.075,0.0717,0.2302,0.1718,0.1608,0.1343,0.1282,0.1128,0.03,0.925,0.4775

