4_0_PHM_C01_MS_NoNBD_
Date,Time,Environment,Noise,Breakdown_chance,Train_data,env.R1,env.R2,env.R3,Wear threshold,Look-ahead Factor,Episodes,Terminate on,Test_info,Test_cases,Metrics_method,Version
02-Jul-2023,09:27:33,PHM C01 MS NBD-MS,None,0,data\PHM_Tool_Wear_Data_C01_0p12.csv,0.5,-1,-40,0.12,0.9,1000,348,Separate test set.,40,binary,4_0_PHM_C01_MS_NoNBD_

,Precision,Precision,Recall,Recall,F_Beta_0_5,F_Beta_0_5,F_Beta_0_75,F_Beta_0_75,F_1_Score,F_1_Score,Normal_error,Replace_error,Overall_error
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,mean,mean
Algorithm,,,,,,,,,,,,,
A2C,0.5001,0.0107,0.985,0.0242,0.5547,0.0114,0.6077,0.0122,0.6633,0.0132,0.985,0.015,0.5
DQN,0.3167,0.4335,0.025,0.0354,0.0908,0.122,0.0592,0.0813,0.0455,0.0632,0.02,0.975,0.4975
PPO,0.4522,0.0638,0.36,0.1049,0.4263,0.0711,0.4092,0.0788,0.3962,0.0854,0.43,0.64,0.535
REINFORCE,1.0,0.0,0.405,0.0685,0.7682,0.0506,0.65,0.0646,0.5735,0.0695,0.0,0.595,0.2975

