1_9_PHM_C06_SS_NoNBD_
Date,Time,Environment,Noise,Breakdown_chance,Train_data,env.R1,env.R2,env.R3,Wear threshold,Look-ahead Factor,Episodes,Terminate on,Test_info,Test_cases,Metrics_method,Version
01-Jul-2023,14:50:40,PHM C06 SS NBD-SS,None,0.0,data\PHM_Tool_Wear_Data_C06_0p13.csv,1,-1,-40,0.13,0.95,800,348,Separate test set.,40,binary,1_9_PHM_C06_SS_NoNBD_

,Precision,Precision,Recall,Recall,F_Beta_0_5,F_Beta_0_5,F_Beta_0_75,F_Beta_0_75,F_1_Score,F_1_Score,Normal_error,Replace_error,Overall_error
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,mean,mean
Algorithm,,,,,,,,,,,,,
A2C,0.3921,0.1338,0.24,0.1125,0.344,0.1284,0.3151,0.1253,0.2942,0.1227,0.35,0.76,0.555
DQN,0.4989,0.0143,0.97,0.0258,0.5525,0.0152,0.6045,0.016,0.6588,0.017,0.975,0.03,0.5025
PPO,0.4892,0.1003,0.38,0.1085,0.4606,0.1017,0.4409,0.1031,0.4254,0.1044,0.39,0.62,0.505
REINFORCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5

