0_3_PHM_C01_SS_NoNBD_
Date,Time,Environment,Noise,Breakdown_chance,Train_data,env.R1,env.R2,env.R3,Wear threshold,Look-ahead Factor,Episodes,Terminate on,Test_info,Test_cases,Metrics_method,Version
01-Jul-2023,13:40:40,PHM C01 SS NBD-SS,None,0.0,data\PHM_Tool_Wear_Data_C01_0p12.csv,1,-2,-40,0.12,0.95,800,348,Separate test set.,40,binary,0_3_PHM_C01_SS_NoNBD_

,Precision,Precision,Recall,Recall,F_Beta_0_5,F_Beta_0_5,F_Beta_0_75,F_Beta_0_75,F_1_Score,F_1_Score,Normal_error,Replace_error,Overall_error
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,mean,mean
Algorithm,,,,,,,,,,,,,
A2C,0.4737,0.0708,0.505,0.1499,0.4768,0.0815,0.4804,0.0924,0.4844,0.1032,0.55,0.495,0.5225
DQN,0.4961,0.0123,0.97,0.035,0.5498,0.0141,0.6019,0.016,0.6564,0.0182,0.985,0.03,0.5075
PPO,0.5245,0.0545,0.855,0.1039,0.5681,0.0593,0.6087,0.0641,0.6495,0.0694,0.775,0.145,0.46
REINFORCE,0.9816,0.0296,0.755,0.055,0.9249,0.0252,0.8845,0.03,0.8522,0.0361,0.015,0.245,0.13

