7_PHM_C04_SS_NT_10K_LowNBD_
Date,Time,Environment,Noise,Breakdown_chance,Train_data,env.R1,env.R2,env.R3,Wear threshold,Look-ahead Factor,Episodes,Terminate on,Test_info,Test_cases,Metrics_method,Version
24-Jun-2023,23:47:13,PHM C04 simple (NT) LBD-SS,0.001,0.05,data\PHM_Tool_Wear_Data_C04_0p098.csv,1,-1,-40,0.098,0.85,800,348,Separate test set.,40,binary,7_PHM_C04_SS_NT_10K_LowNBD_

,Precision,Precision,Recall,Recall,F_Beta_0_5,F_Beta_0_5,F_Beta_0_75,F_Beta_0_75,F_1_Score,F_1_Score,Normal_error,Replace_error,Overall_error
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,mean,mean
Algorithm,,,,,,,,,,,,,
A2C,0.4981,0.0525,0.53,0.0888,0.5036,0.0576,0.5084,0.0625,0.5127,0.0674,0.53,0.47,0.5
DQN,0.4935,0.0127,0.96,0.0394,0.5466,0.0147,0.598,0.017,0.6518,0.0195,0.985,0.04,0.5125
PPO,0.5385,0.0648,0.655,0.1165,0.5573,0.068,0.5736,0.0728,0.589,0.0787,0.56,0.345,0.4525
REINFORCE,0.8305,0.033,0.995,0.0158,0.8587,0.0276,0.8827,0.0228,0.9049,0.0186,0.205,0.005,0.105

