1_9_PHM_C06_SS_NoNBD_
Date,Time,Environment,Noise,Breakdown_chance,Train_data,env.R1,env.R2,env.R3,Wear threshold,Look-ahead Factor,Episodes,Terminate on,Test_info,Test_cases,Metrics_method,Version
02-Jul-2023,12:33:38,PHM C06 SS NBD-SS,None,0.0,data\PHM_Tool_Wear_Data_C06_0p13.csv,1,-1,-40,0.13,0.95,800,348,Separate test set.,40,binary,1_9_PHM_C06_SS_NoNBD_

,Precision,Precision,Recall,Recall,F_Beta_0_5,F_Beta_0_5,F_Beta_0_75,F_Beta_0_75,F_1_Score,F_1_Score,Normal_error,Replace_error,Overall_error
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,mean,mean
Algorithm,,,,,,,,,,,,,
A2C,0.5704,0.0896,0.68,0.1006,0.5876,0.0817,0.6027,0.0774,0.6171,0.0758,0.525,0.32,0.4225
DQN,0.4987,0.0073,0.985,0.0242,0.5533,0.0083,0.6065,0.0095,0.6621,0.0109,0.99,0.015,0.5025
PPO,0.6275,0.0995,0.6,0.113,0.6197,0.0951,0.6144,0.0948,0.6104,0.0965,0.36,0.4,0.38
REINFORCE,0.5013,0.0041,1.0,0.0,0.5568,0.004,0.611,0.0038,0.6678,0.0036,0.995,0.0,0.4975

