,Unnamed: 0,expt_n,environment,environment_info,data_file,Model_name,R1,R2,R3,wear_threshold,threshold_factor,add_noise,breakdown_chance,episodes,milling_operations_max,version_prefix,test_info,test_cases,test_rounds,results_folder,test_file,train_sample_rate,test_sample_rate,Round,RF_Pr,RF_Rc,RF_F1,RF_F05,RF_Pr_sd,RF_Rc_sd,RF_F1_sd,RF_F05_sd,A2C_Pr,A2C_Rc,A2C_F1,A2C_F05,A2C_Pr_sd,A2C_Rc_sd,A2C_F1_sd,A2C_F05_sd,DQN_Pr,DQN_Rc,DQN_F1,DQN_F05,DQN_Pr_sd,DQN_Rc_sd,DQN_F1_sd,DQN_F05_sd,PPO_Pr,PPO_Rc,PPO_F1,PPO_F05,PPO_Pr_sd,PPO_Rc_sd,PPO_F1_sd,PPO_F05_sd,model_file,RF_time,A2C_time,DQN_time,PPO_time
0,0,0,SS,Simulated NBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_NoNBD.mdl,1,-1,-100,3.0,1.0,0,0.0,800,121,Dasic,Separate test set.,40,10,results/MRL2,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0,0.9486796536796538,0.99,0.9685191637630662,0.956431623931624,0.0402230601938461,0.0210818510677892,0.0256818452099577,0.0340365108287171,0.5423694566303262,0.62,0.5757731393834626,0.554500592000592,0.1110909375256868,0.1782632260949458,0.1437950866497142,0.1242815646136458,0.4,0.02,0.038095238095238,0.0833333333333333,0.5163977794943222,0.0258198889747161,0.0491807409042211,0.1075828707279837,0.6458241758241758,0.29,0.3886518961468251,0.5019913565966198,0.1514628157940883,0.1100504934614611,0.113816837420679,0.117363693890578,models/0_0_Dasic_NoNBD__RF_Model_02-Jul-2023_11-36_0.95_0.99_0.96.mdl,60.78373146057129,36.694988489151,1.2184927463531494,32.39865040779114
1,1,1,SS,Simulated LBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_LowNBD.mdl,1,-1,-100,3.0,1.0,1000,0.05,800,121,Dasic,Separate test set.,40,10,results/MRL2,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0,1.0,0.65,0.7874331550802139,0.9023477812177504,0.0,0.0333333333333333,0.0245165550038951,0.0129118356250384,0.44285996897839,0.37,0.3990680730266738,0.4228789332529741,0.0956577014083409,0.1135292424395093,0.1014145778038946,0.0959609647356655,0.5082043343653251,0.975,0.6678550555230859,0.5619059558013045,0.0157566374955795,0.0353553390593273,0.0165049160384557,0.0156920293155381,0.37,0.08,0.1307536231884057,0.2121527777777777,0.1912919041480652,0.053748384988657,0.0843327398785683,0.127414207835577,models/0_1_Dasic_LowNBD__RF_Model_02-Jul-2023_11-38_1.00_0.65_0.90.mdl,53.703792333602905,33.99292588233948,1.2184655666351318,32.82043266296387
2,2,2,SS,Simulated HBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_HighNBD.mdl,1,-1,-100,3.0,1.0,100,0.1,800,121,Dasic,Separate test set.,40,10,results/MRL2,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0,0.8896745944114366,0.63,0.7300451330519742,0.8151801872541542,0.0837183714270109,0.1418136492412176,0.107256419595603,0.0840786380711049,0.5031766917293232,0.485,0.490700975256212,0.4971906718424413,0.063179868049212,0.1131616346451197,0.084149589155957,0.0693178564969594,0.4960170697012802,0.96,0.6539819742225229,0.5490568055975033,0.0107766701898151,0.0394405318873307,0.0175460002236099,0.012712330680795,0.562687728937729,0.375,0.4419000784790258,0.5029184973878069,0.1110955255852847,0.1457737973711325,0.133639420085947,0.117812938842487,models/0_2_Dasic_HighNBD__RF_Model_02-Jul-2023_11-40_0.89_0.63_0.82.mdl,53.5811653137207,34.507529973983765,1.2184646129608154,33.7264678478241
3,3,3,SS,PHM C01 SS NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_NoNBD.mdl,1,-2,-40,0.12,0.95,0,0.0,800,348,PHM_C01_SS,Separate test set.,40,10,results/MRL2,,100,70,0,0.8447826086956521,1.0,0.915621329574818,0.8717159277504105,0.0288195733466596,0.0,0.0170770344354808,0.0246314921059783,0.5264066226171489,0.47,0.4908500897149617,0.5099051852791421,0.1181029218052616,0.1735255344642716,0.1440964404675028,0.1274796627311724,0.5039811066126856,0.975,0.6644457432300799,0.5578679234202489,0.0195317938778519,0.0353553390593274,0.0245797025876917,0.0212368276253249,0.3191999666999667,0.13,0.1816109823518054,0.2424604908979908,0.1849980901500609,0.0823272602348564,0.1090793368552633,0.140791729136504,models/0_3_PHM_C01_SS_NoNBD__RF_Model_02-Jul-2023_11-42_0.84_1.00_0.87.mdl,178.63876152038574,37.3787202835083,1.298577070236206,34.7264461517334
4,4,4,SS,PHM C01 SS LBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_LowNBD.mdl,1,-1,-100,0.12,0.9,1000,0.05,800,348,PHM_C01_SS,Separate test set.,40,10,results/MRL2,,100,70,0,0.8518715761736356,0.8800000000000001,0.8651342720429505,0.8569986263736263,0.0635256440677388,0.0586893895388633,0.0571008345735961,0.0602104970220341,0.488938522777532,0.495,0.4893394187773827,0.4884828746522294,0.0676006011538486,0.1065885130354632,0.0821302559976233,0.0720838484999191,0.25,0.015,0.0281385281385281,0.0595238095238095,0.4249182927993987,0.0241522945769824,0.0453226515859723,0.0961841241550858,0.5019493006993007,0.26,0.3376004529911648,0.4172706582633053,0.1046224966631051,0.0936897954837013,0.0958905779150519,0.096888185600463,models/0_4_PHM_C01_SS_LowNBD__RF_Model_02-Jul-2023_11-47_0.85_0.88_0.86.mdl,148.9190652370453,35.87729358673096,1.1871843338012695,33.98995566368103
5,5,5,SS,PHM C01 SS HBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_HighNBD.mdl,1,-1,-40,0.12,0.85,100,0.1,800,348,PHM_C01_SS,Separate test set.,40,10,results/MRL2,,100,70,0,0.76844152224587,0.925,0.8388592701535067,0.7950220998051921,0.0322036099722504,0.0485912657903775,0.031155774301709,0.030200476710556,0.4966427481747847,0.55,0.5211685953801666,0.5060011596002976,0.0604508842123129,0.0881917103688197,0.0711016607794113,0.0639607749511489,0.5013531750373856,0.98,0.6631989090200662,0.5555723346421021,0.017206994613255,0.0421637021355784,0.0225674433102439,0.0187707601949315,0.4727614366945031,0.44,0.4531194057389379,0.463964424951267,0.0919839123132695,0.1048808848170151,0.0925737266184168,0.090231451536343,models/0_5_PHM_C01_SS_HighNBD__RF_Model_02-Jul-2023_11-50_0.77_0.93_0.80.mdl,102.35563373565674,30.570961475372314,0.952927589416504,25.9125337600708
6,6,6,SS,PHM C04 SS NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_NoNBD.mdl,1,-1,-40,0.098,0.95,0,0.0,800,348,PHM_C04_SS,Separate test set.,40,10,results/MRL2,,100,70,0,0.7979536727362815,0.995,0.8851564284281622,0.830601296414005,0.0451280013982829,0.0158113883008419,0.0314748181572917,0.0403043956724036,0.5,1.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.4916724416724417,0.94,0.6455081303492513,0.5434678095270835,0.0249129149988163,0.06992058987801,0.0375417369774949,0.0288505384590318,0.5137955182072829,0.47,0.4882996121924234,0.5024124319840432,0.0567148788296816,0.100554020859989,0.0789993040764946,0.0645796071017569,models/0_6_PHM_C04_SS_NoNBD__RF_Model_02-Jul-2023_11-53_0.80_0.99_0.83.mdl,132.34123516082764,26.728111267089844,0.9529287815093994,25.80624485015869
7,7,7,SS,PHM C04 SS LBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_LowNBD.mdl,1,-1,-40,0.098,0.85,1000,0.05,800,348,PHM_C04_SS,Separate test set.,40,10,results/MRL2,,100,70,0,0.5,1.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.0,0.0,0.539513560989197,0.52,0.5257715576593825,0.5329044512404313,0.099315642906829,0.1032795558988644,0.0882350084237251,0.0910562162701522,0.1,0.02,0.0333333333333333,0.0555555555555555,0.3162277660168379,0.0632455532033675,0.1054092553389459,0.1756820922315766,0.5188927637314734,0.92,0.6630905546695021,0.5682768620268621,0.0236255336394744,0.0483045891539647,0.0263725752515003,0.0240975090562656,models/0_7_PHM_C04_SS_LowNBD__RF_Model_02-Jul-2023_11-56_0.50_1.00_0.56.mdl,132.41916918754578,30.58658266067505,0.9529027938842772,25.86893343925476
8,8,8,SS,PHM C04 SS HBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_HighNBD.mdl,1,-1,-100,0.098,0.9,100,0.1,800,348,PHM_C04_SS,Separate test set.,40,10,results/MRL2,,100,70,0,0.6417551892551893,0.465,0.5367276479969979,0.5941327503541463,0.0959542844508647,0.1081408546500555,0.1033465026210276,0.0987730380580044,0.4939853042666342,0.445,0.4660894087483475,0.4818408731809761,0.0490660827153832,0.0926462807312486,0.0702488882822265,0.0569429212534209,0.5066181566181566,0.99,0.6701559568119597,0.5614104080673848,0.0143874855073522,0.0210818510677892,0.0154029400555607,0.0147938008853052,0.5193587131822426,0.495,0.5051007627836895,0.513073418127766,0.0757938795717195,0.1012422836565828,0.084222427947037,0.0774560734930765,models/0_8_PHM_C04_SS_HighNBD__RF_Model_02-Jul-2023_11-59_0.64_0.46_0.59.mdl,112.12734484672546,26.5406551361084,0.937305212020874,25.88455891609192
9,9,9,SS,PHM C06 SS NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_NoNBD.mdl,1,-1,-40,0.13,0.95,0,0.0,800,348,PHM_C06_SS,Separate test set.,40,10,results/MRL2,,100,70,0,1.0,0.575,0.7288123167155425,0.8697406045751634,0.0,0.0540061724867321,0.0436489102972713,0.0250187458679629,0.4880238832375055,0.49,0.4873745754105189,0.4873848926838057,0.063398735097536,0.0966091783079296,0.0748098273537027,0.0664660047240961,0.2099999999999999,0.0349999999999999,0.0591778656126482,0.1022321428571428,0.2837360971739517,0.052967495273569,0.087338071366431,0.1453229955308015,0.6130486108804523,0.63,0.6186433617373701,0.6146057625948931,0.086279776866123,0.1378404875209022,0.1056139142943521,0.091996733236851,models/0_9_PHM_C06_SS_NoNBD__RF_Model_02-Jul-2023_12-02_1.00_0.57_0.87.mdl,132.4509027004242,26.50941276550293,0.937305212020874,26.065965175628666
